Result_1Epoche;Result_1Durchschnitt;Result_2Durchschnitt;Result_3Durchschnitt;Result_4Durchschnitt;Result_5Durchschnitt
Fehler;-;-;-;-;-
0;1;1;1;1;1
0;0808FF;0642FF;057DFF;04B7FF;03F2FF
858;3161.286155;3138.868669;2836.914858;2786.090910;2568.147701
859;3184.438902;3192.318497;2830.415584;2834.216632;2570.167235
860;3109.108546;3228.588424;2822.948663;2801.625070;2532.159935
861;3096.223640;3325.254382;2866.199318;2725.702810;2492.919160
862;3130.923219;3364.680024;2855.868213;2715.441058;2461.934212
863;3063.178799;3605.314517;2780.444361;2654.165146;2428.085078
864;2998.178909;3652.404645;2757.374538;2730.062648;2400.682415
865;2964.089474;3650.554343;2802.182784;2683.435899;2371.628936
866;2922.972021;3673.765623;2867.589081;2630.395963;2344.463273
867;2897.935599;3603.710357;2832.341802;2597.224844;2321.349580
868;2877.382503;3515.076124;2814.425935;2674.028748;2329.222309
869;2868.349650;3455.313726;2805.383266;2678.919378;2337.344322
870;2880.687253;3434.243286;2744.252061;2794.837314;2393.767592
871;2969.095476;3366.796045;2689.369386;2841.794313;2421.867003
872;3023.659226;3394.946127;2653.916086;2943.733755;2398.636381
873;3153.053743;3445.767765;2682.221973;2967.128518;2376.949025
874;3141.843852;3408.633567;2623.032064;2922.615493;2354.021690
875;3117.145801;3408.055892;2628.899300;2976.334987;2390.720415
876;3178.233431;3329.333566;2585.890337;3022.624992;2421.941640
877;3170.303080;3281.865652;2660.673093;3113.439309;2514.189498
878;3295.444169;3203.918663;2670.145604;3129.812536;2656.123238
879;3270.605168;3279.577835;2726.885504;3140.553456;2778.524385
880;3229.939840;3255.879851;2672.752936;3423.207845;2736.289127
881;3305.003984;3170.963420;2617.947837;3488.341921;2720.136523
882;3318.639959;3196.189038;2666.617770;3555.147520;2705.873752
883;3350.212487;3105.364013;2667.234616;3519.755887;2653.374413
884;3340.829303;3033.370915;2629.678693;3387.482286;2759.902496
885;3439.518497;2984.956057;2582.607873;3384.658165;2785.414046
886;3491.490571;2950.733571;2540.594993;3324.248269;2744.686608
887;3477.357971;2944.246347;2519.948769;3229.700486;2688.306730
888;3382.149218;2945.043299;2490.702494;3161.462525;2649.371456
889;3303.952416;2981.231956;2485.103030;3118.356056;2680.789412
890;3312.693547;3170.083789;2595.537248;3054.878639;2635.855751
891;3337.456660;3143.881864;2612.510110;3008.296864;2590.689629
892;3273.236429;3062.374577;2585.816939;2985.753381;2551.741533
893;3291.737100;3090.623678;2574.986339;2919.419858;2505.104219
894;3244.161062;3033.864685;2553.769152;2907.167098;2622.536667
895;3213.611429;3253.438290;2643.177806;2979.175996;2634.529935
896;3292.737554;3321.289542;2705.705325;3009.289994;2716.628595
897;3247.035766;3290.379001;2699.741807;3302.207987;2809.955493
898;3269.287781;3193.290625;2670.120083;3306.667467;2805.945430
899;3223.349045;3285.527198;2626.449702;3239.523324;2867.999485
900;3157.765143;3302.360529;2684.406715;3188.199004;2962.948994
901;3235.594835;3303.126395;2657.922450;3098.442261;3025.033460
902;3236.813810;3214.477529;2603.429412;3137.999679;3051.088635
903;3165.345509;3269.087365;2672.844585;3225.589783;3010.529242
904;3128.983035;3220.976232;2700.693501;3248.162556;3083.756189
905;3134.399011;3317.017817;2633.104341;3291.325921;3102.679481
906;3171.307006;3242.959909;2567.551436;3264.819275;3095.849627
907;3135.564792;3250.946291;2668.073447;3391.938884;3139.881092
908;3194.643924;3280.027685;2598.665108;3380.361483;3051.146347
909;3192.455510;3295.547152;2619.039365;3450.866281;3103.214319
910;3137.605148;3207.528419;2634.375211;3415.776262;3160.302710
911;3150.658373;3151.313425;2686.374973;3320.555963;3166.011305
912;3155.570852;3140.806635;2676.318031;3299.281182;3148.313441
913;3180.884784;3062.921000;2623.403686;3278.471368;3163.043257
914;3216.238238;2998.423919;2636.217761;3193.602030;3218.249275
915;3352.351468;2946.920208;2611.226553;3127.721717;3188.626893
916;3436.028547;2923.875296;2558.933566;3142.039155;3312.652784
917;3487.892474;2925.508381;2708.887091;3116.173446;3312.972550
918;3648.833518;2888.997409;2791.824566;3034.565456;3408.171358
919;3650.235024;2847.618508;2796.737345;2956.690107;3395.841141
920;3622.814552;2827.423773;2924.525956;2895.427940;3369.650378
921;3634.218479;2807.081010;2927.784059;2805.123640;3357.375615
922;3658.936383;2814.943132;2911.829056;2956.716700;3511.053577
923;3716.756358;2793.362617;2934.521534;2944.619208;3471.158453
924;3947.574438;2798.608483;3021.308961;3080.227886;3434.153799
925;3930.274288;2802.019561;3024.895882;2970.013108;3343.270033
926;3945.155997;2888.295299;2972.935617;2961.242142;3414.436989
927;3976.058659;2946.952867;2966.014242;2900.793277;3522.486032
928;3896.965176;2948.004795;2923.976545;2874.605244;3790.569253
929;3826.427119;2954.438708;2973.983041;2907.107220;3639.184128
930;3724.434198;2886.183272;2916.529381;2861.371161;3557.766248
931;3693.965071;2831.026452;2837.015502;2887.966692;3511.100266
932;3653.618045;2778.006729;2953.518514;2822.024540;3399.893319
933;3576.687492;2727.173957;3077.550185;2789.245303;3307.186342
934;3527.360296;2732.675732;3009.273360;2771.694464;3230.220734
935;3435.336495;2755.202721;3064.778992;2730.272654;3198.113052
936;3343.607482;2737.510124;3137.931599;2677.627937;3129.573654
937;3279.496046;2722.545026;3188.668895;2620.397613;3120.409780
938;3226.980793;2682.979538;3079.325484;2629.632661;3091.169945
939;3154.139473;2704.063385;3242.581623;2637.212196;3000.659757
940;3087.098707;2669.076688;3209.310459;2659.162521;2918.238128
941;3028.642578;2669.827316;3169.484561;2663.850579;3004.992051
942;3006.781080;2797.109199;3328.499816;2596.206497;2991.153188
943;2954.522949;2837.168290;3318.316257;2602.564867;2918.426811
944;2977.141070;2874.564902;3200.886850;2555.356133;2843.176859
945;2949.486330;2834.606295;3116.942355;2499.488882;2775.392977
946;2904.965072;2865.360884;3052.262896;2533.409916;2717.884603
947;2866.607179;2843.837812;3050.827808;2497.769064;2715.490533
948;2829.587298;2831.089898;3014.404574;2533.305996;2656.453770
949;2834.477983;2893.047834;2975.896214;2525.830719;2665.396794
950;2809.117536;2929.994287;2900.785541;2617.616796;2673.842572
951;2774.865678;3034.832529;2833.110312;2713.117229;2645.044065
952;2740.239676;3102.493625;2759.991836;2662.802264;2654.679808
953;2723.905118;3059.932216;2722.162907;2747.096982;2599.986155
954;2701.334727;3004.088210;2780.669541;2700.841098;2747.321946
955;2680.301069;2963.890922;2701.679575;2658.958829;2684.895873
956;2661.712276;2920.676861;2724.051314;2666.988440;2698.192066
957;2643.560271;2898.035381;2681.313514;2732.943422;2673.263679
958;2625.803733;2870.424269;2620.745995;2744.894829;2664.269237
959;2609.732312;2812.457589;2563.684174;2718.378175;2689.552002
960;2601.232050;2838.428016;2569.746473;2656.401472;2756.125336
961;2600.921327;2793.588513;2581.611182;2642.940936;2791.517672
962;2682.792679;2773.097726;2646.808103;2731.392578;2772.278946
963;2705.654430;2849.927123;2645.360172;2868.538276;2794.820364
964;2851.904414;2806.290313;2652.849014;2804.548889;2838.263766
965;2850.211966;2759.368674;2692.192805;2823.675378;2822.308341
966;2822.119911;2798.777620;2674.138580;2756.108004;2785.565029
967;2897.718964;2873.250226;2611.523216;2842.148634;2768.414655
968;2858.295981;2991.182399;2550.958775;2829.724887;2713.950422
969;2892.919089;2932.386942;2544.162547;2863.313803;2670.334270
970;2910.984859;2852.319034;2570.781083;2852.853145;2662.602144
971;2948.594060;2853.003455;2523.310609;2777.376346;2642.747377
972;2943.633097;2920.619300;2502.383994;2760.595172;2727.785378
973;3011.611589;2924.505418;2496.309226;2794.268731;2685.138482
974;3092.228585;2890.559184;2600.940111;2745.265436;2651.810441
975;3247.640076;2852.953020;2603.795504;2682.863367;2637.962924
976;3355.597641;2830.620417;2634.776229;2613.026490;2718.427240
977;3427.502959;2894.958310;2592.688405;2733.941711;2889.049168
978;3410.718626;2823.910054;2601.328889;2701.708517;2858.837603
979;3355.193003;2821.666925;2612.531615;2649.472660;2875.847728
980;3325.009585;2829.332615;2651.346216;2598.755659;2812.357459
981;3261.248979;2910.294908;2692.115876;2560.325236;2817.394306
982;3225.108308;2946.331101;2754.594733;2521.219717;2895.150187
983;3222.052767;2894.286512;2682.887461;2516.877403;2923.108380
984;3193.578205;2829.696095;2651.672403;2517.611212;2853.871662
985;3151.715989;2837.322196;2617.752228;2582.878280;2828.065874
986;3117.041570;2814.333135;2614.884368;2609.376865;2780.269426
987;3073.740865;2809.717017;2585.530249;2639.172521;2726.460655
988;3056.812191;2833.486326;2620.154602;2677.389111;2675.513889
989;3044.435852;2842.733534;2658.604076;2787.881124;2710.708341
990;2996.519793;2852.648508;2618.477204;2815.807637;2713.161456
991;2968.625576;2863.890207;2572.702973;2945.468862;2668.689716
992;2929.888562;2917.891445;2618.240471;3045.459640;2713.351288
993;2895.430111;2862.801972;2637.924316;3299.749842;2733.610655
994;2863.053149;2836.946196;2623.967144;3415.111105;2767.839004
995;2993.250628;2870.452827;2665.218290;3522.382795;2831.740379
996;3115.719886;3080.858773;2653.546792;3656.277918;2780.944933
997;3069.472280;3272.336505;2877.378206;3540.859081;2729.464208
998;3135.029606;3327.572428;2967.482097;3525.214143;2733.174279
999;3108.282453;3344.148438;3068.961159;3460.032341;2688.852596
