Zeit [s];r [v];l [v];u [v];y [v]
;-;-;-;-
0;4;2;1;1
0;ebbd34;e0162e;8888FF;0000AA
0.69;1;0;1.33527592508863;1.01504731051496
0.7;1;0;1.33902222968071;1.01281630430181
0.71;1;0;1.34439891035137;1.01073884039388
0.72;1;0;1.33344173652604;1.01231859881007
0.73;1;0;1.32648889259763;1.01258001181425
0.74;1;0;1.3362602980686;1.00936382031077
0.75;1;0;1.3417471787159;1.00765379379238
0.76;1;0;1.32599538559909;1.01049617912382
0.77;1;0;1.34539630899988;1.00517797741509
0.78;1;0;1.33721613213186;1.0069410823678
0.79;1;0;1.33815884784236;1.00597302300073
0.8;1;0;1.33852213139672;1.00545600571656
0.81;1;0;1.34176088129332;1.00433039766644
0.82;1;0;1.34798918619493;1.00271931193302
0.83;1;0;1.33664483575966;1.00504564571808
0.84;1;0;1.33832337488986;1.00403719476952
0.85;1;0;1.34661624095947;1.00200061230877
0.86;1;0;1.3257475743669;1.0064618233775
0.87;1;0;1.33316161370645;1.00391470129052
0.88;1;0;1.34293872289138;1.00170835949167
0.89;1;0;1.34827209603462;1.00061480187005
0.9;1;0;1.3437867602778;1.00161555708006
0.91;1;0;1.3407074841076;1.00204233537665
0.92;1;0;1.33886823979507;1.00221766403202
0.93;1;0;1.34301776162918;1.00112095144574
0.94;1;0;1.34281008512308;1.00116396842185
0.95;1;0;1.34028265982699;1.00159753253926
0.96;1;0;1.34190765439774;1.00107157761012
0.97;1;0;1.33206091830313;1.00312677723531
0.98;1;0;1.34306285348358;1.00032007648225
0.99;1;0;1.33629665217352;1.00198573888804
1;0;0;0;1.00313529835369
1.01;0;0;0;0.901110981987843
1.02;0;0;0;0.810458120119967
1.03;0;0;0;0.723585588561095
1.04;0;0;0;0.644118845145975
1.05;0;0;0;0.570285060694336
1.06;0;0;0;0.509432863762854
1.07;0;0;0;0.451434068572371
1.08;0;0;0;0.401560860172312
1.09;0;0;0;0.357903265017179
1.1;0;0;0;0.319075757645841
1.11;0;0;0;0.283995077509743
1.12;0;0;0;0.254694541414137
1.13;0;0;0;0.229087815168843
1.14;0;0;0;0.206423141423651
1.15;0;0;0;0.183284147433779
1.16;0;0;0;0.162067877328619
1.17;0;0;0;0.149252661365037
1.18;0;0;0;0.132857258211774
1.19;0;0;0;0.121103728458765
1.2;0;0;0;0.108890154644923
1.21;0;0;0;0.0972301534854296
1.22;0;0;0;0.0870818790734193
1.23;0;0;0;0.0808131924632287
1.24;0;0;0;0.0710109317102284
1.25;0;0;0;0.0643543635767562
1.26;0;0;0;0.0689830062148759
1.27;0;0;0;0.0536832830009225
1.28;0;0;0;0.0467145828215799
1.29;0;0;0;0.0436040050089489
1.3;0;0;0;0.0395636588618994
1.31;0;0;0;0.0358717315679999
1.32;0;0;0;0.0330234842752905
1.33;0;0;0;0.0282210169658734
1.34;0;0;0;0.0264285932189339
1.35;0;0;0;0.022950061290314
1.36;0;0;0;0.0228173287799003
1.37;0;0;0;0.0211644335068576
1.38;0;0;0;0.0178695157307665
1.39;0;0;0;0.0166990346319287
1.4;0;0;0;0.0154284159212297
1.41;0;0;0;0.0137628070810109
1.42;0;0;0;0.0125356597597178
1.43;0;0;0;0.0105194899897627
1.44;0;0;0;0.0100223168838396
1.45;0;0;0;0.00729908749706649
1.46;0;0;0;0.00812243135236807
1.47;0;0;0;0.00798049907040621
1.48;0;0;0;0.00577108945699765
1.49;0;0;0;0.00521984794313704
1.5;5;0;10;0.00647810941690544
1.51;5;0;10;0.373635551748349
1.52;5;0;10;1.02556061281181
1.53;5;0;10;1.66315879153186
1.54;5;0;10;2.25463972604204
1.55;5;0;10;2.80801409268643
1.56;5;0;10;3.32303401309428
1.57;5;0;10;3.80101809636749
1.58;5;0;9.22303728183627;4.24650839096977
1.59;5;0;7.68203957688464;4.60235451420016
1.6;5;0;6.66861679104621;4.8221906610358
1.61;5;0;6.0486055522145;4.95073990166073
1.62;5;0;5.66028380993067;5.0266007592423
1.63;5;0;5.41959528905352;5.06893466665103
1.64;5;0;5.27979841454408;5.08897278949679
1.65;5;0;5.19828821773177;5.09677839934216
1.66;5;0;5.12950485296549;5.10226437161729
1.67;5;0;5.11381172314071;5.09613600731403
1.68;5;0;5.09270738278478;5.09273199309277
1.69;5;0;5.08125512168742;5.08732453562964
1.7;5;0;5.07396658442565;5.0816810844228
1.71;5;0;5.06729496410104;5.07642310547376
1.72;5;0;5.08098749063197;5.06724451630567
1.73;5;0;5.07525855938869;5.06336824917597
1.74;5;0;5.07356477446637;5.0585009946949
1.75;5;0;5.06289701567613;5.05606606040684
1.76;5;0;5.06606470659214;5.05067498403053
1.77;5;0;5.06811361526943;5.04625904309951
1.78;5;0;5.06904087255135;5.04238451219065
1.79;5;0;5.06516190977185;5.03982908765557
1.8;5;0;5.07395268715267;5.03467576565701
1.81;5;0;5.08059498450021;5.03066480039394
1.82;5;0;5.07661865460041;5.02917291070352
1.83;5;0;5.07607702861618;5.0268553636738
1.84;5;0;5.07677410434975;5.02455030635786
1.85;5;0;5.06992852715809;5.02405760642569
1.86;5;0;5.07862313644378;5.02012888234611
1.87;5;0;5.07287587754986;5.01993442760414
1.88;5;0;5.0655847719477;5.01975565131966
1.89;5;0;5.08013219946546;5.01492752404423
1.9;5;0;5.07659449958135;5.01479837411486
1.91;5;0;5.0789874014464;5.01299742936028
1.92;5;0;5.07943032968839;5.01191952111521
1.93;5;0;5.06686117654467;5.01365106216242
1.94;5;0;5.0782743274114;5.00985972655472
1.95;5;0;5.08191634420694;5.00855106319675
1.96;5;0;5.08059203357181;5.00819792203049
1.97;5;0;5.07782660911876;5.00809886505981
1.98;5;0;5.07314279142518;5.00839566828078
1.99;5;0;5.07902493179396;5.00637487842707
2;5;0;5.07011171405498;5.00789689038557
2.01;5;0;5.07776616221172;5.00543284368522
2.02;5;0;5.07603619196122;5.00554299899188
2.03;5;0;5.08342480215149;5.00346791490328
2.04;5;0;5.07932257948362;5.00422298058685
2.05;5;0;5.07461960834618;5.00478898913522
2.06;5;0;5.08062462687114;5.00303526334994
2.07;5;0;5.0804097131235;5.00296973608424
2.08;5;0;5.07656276791221;5.00353591089605
2.09;5;0;5.07646949935225;5.00319467446934
2.1;5;0;5.08294500754364;5.00156112480096
2.11;5;0;5.07533065636205;5.00319475044832
2.12;5;0;5.07020901158779;5.00386269035337
2.13;5;0;5.07022056079548;5.0034613090027
2.14;5;0;5.08806652357011;4.99938145040221
2.15;5;0;5.07197290438647;5.00323444398655
2.16;5;0;5.07145512693301;5.00271893405498
2.17;5;0;5.07910101794028;5.00089273555916
